지점,시작일,종료일,지점명,관리관서,위도,경도,노장해발고도(m),기압계(관측장비지상높이(m)),기온계(관측장비지상높이(m)),풍속계(관측장비지상높이(m)),강우계(관측장비지상높이(m))
817,2012-12-31,2015-07-13,수비,울진기상대(130),36.7827,129.2214,390,,,,
817,1998-07-01,2012-12-27,수비,울진기상대(130),36.7655,129.210,415,,,,
817,1992-11-03,1998-07-01,수비,안동기상대(136),36.7655,129.210,440,,,,
818,2015-07-13,,마성,대구(구 143),36.7074,128.1476,230,,,,
818,2012-07-09,2015-07-13,마성,상주기상대(137),36.7074,128.1476,230,,,,
818,2007-08-10,2012-07-09,문경읍,상주기상대(137),36.7373,128.1069,181.18,,,,
818,1992-11-07,2007-08-10,문경읍,상주기상대(137),36.7309,128.1114,183,,,,
819,2011-09-21,,예안,안동기상대(136),36.6589,128.8864,207,,,,
819,2007-08-07,2011-09-21,예안,안동기상대(136),36.6613,128.8852,210.92,,,,
819,1992-11-03,2007-08-07,예안,안동기상대(136),36.6605,128.8884,212,,,,
820,2012-11-20,,하회,안동기상대(136),36.5481,128.5267,77,,,,
820,2007-07-27,2012-11-20,풍천,안동기상대(136),36.5562,128.5065,92.92,,,,
820,1992-11-03,2007-07-27,풍천,안동기상대(136),36.5538,128.5086,93,,,,
821,2015-07-13,,공성,대구(구 143),36.2819,128.0739,94,,,,
821,2011-07-02,2015-07-13,공성,상주기상대(137),36.2819,128.0739,94,,,,
821,2007-08-14,2011-07-02,공성,상주기상대(137),36.2835,128.0925,95.9,,,,
821,2002-12-02,2007-08-14,옥산,상주기상대(137),36.280,128.100,96,,,,
821,1992-11-03,2002-12-02,옥산,안동기상대(136),36.280,128.100,80,,,,
822,2015-07-13,,김천,대구(구 143),36.0813,128.1016,83.32,,,,
822,2010-06-29,2015-07-13,김천,구미기상대(279),36.0813,128.1016,83.32,,,,
822,2007-08-16,2010-06-28,김천,구미기상대(279),36.130,128.130,72,,,,
822,1992-10-26,2007-08-16,김천,상주기상대(137),36.130,128.130,72,,,,
823,2015-07-13,,군위,대구(구 143),36.2493,128.5558,82.41,,,,
823,2010-07-29,2015-07-13,군위,구미기상대(279),36.2493,128.5558,82.41,,,,
823,2007-07-25,2010-07-29,군위,구미기상대(279),36.230,128.570,101,,,,
823,1992-12-07,2007-07-25,군위,안동기상대(136),36.230,128.570,101,,,,
824,2015-07-13,,가산,대구(구 143),36.0956,128.5001,116,,,,
824,2014-09-19,2015-07-13,가산,구미기상대(279),36.0956,128.5001,116,,,,
824,2007-08-20,2014-09-19,가산,구미기상대(279),36.086,128.539,121.63,,,,
824,1992-11-05,2007-08-20,가산,구미기상대(279),36.0831,128.544,120,,,,
825,2015-07-13,,칠곡,대구(구 143),36.0368,128.3835,29.43,,,,
825,2010-12-09,2015-07-13,칠곡,구미기상대(279),36.0368,128.3835,29.43,,,,
825,2007-08-17,2010-12-09,칠곡,구미기상대(279),36.0386,128.3833,27.63,,,,
825,1992-11-04,2007-08-17,약목,대구(구 143),35.890,128.400,28,,,,
826,2018-10-01,,신녕,포항기상대(138),36.0441,128.7923,126.24,,,,
826,2011-07-01,2018-10-01,신령,포항기상대(138),36.0441,128.7923,126.24,,,,
826,2007-08-24,2011-06-30,신령,포항기상대(138),36.0454,128.7896,137.06,,,,
826,1992-11-04,2007-08-24,신령,대구(구 143),36.0414,128.7932,122,,,,
827,2012-12-04,,경산,대구(구 143),35.8242,128.7428,63,,,,
827,2007-08-22,2012-12-04,경산,대구(구 143),35.8251,128.7416,77.09,,,,
827,1997-08-22,2007-08-22,경산,대구(구 143),35.8167,128.7333,78,,,,
827,1992-11-05,1997-08-22,경산,대구(구 143),35.8163,128.7394,60,,,,
828,2017-08-25,,달성,대구(구 143),35.6902,128.4238,24.2,,,,
828,2015-12-24,2017-08-25,달성,대구(구 143),35.6906,128.4233,17,,,,
828,2011-12-13,2015-12-24,달성,대구(구 143),35.6906,128.4233,17,,,,
828,2007-08-27,2011-12-13,달성,대구(구 143),35.6973,128.4476,36.1,,,,
828,1992-11-04,2007-08-27,현풍,대구(구 143),35.700,128.450,36,,,,
829,2012-05-03,,외동,포항기상대(138),35.7121,129.3182,73,,,,
829,1992-11-12,2012-05-03,외동,포항기상대(138),35.7176,129.3271,107.73,,,,
830,2013-05-30,,기계,포항기상대(138),36.0682,129.1994,45,,,,
830,1993-05-06,2013-05-30,기계,포항기상대(138),36.0706,129.2064,53.58,,,,
831,2015-07-13,,석포,안동기상대(136),37.0401,128.9976,674,,,,
831,2011-12-21,2015-07-13,석포,울진기상대(130),37.0401,128.9976,674,,,,
831,2007-07-20,2011-12-21,석포,울진기상대(130),37.0486,129.0651,495.76,,,,
831,1998-07-01,2007-07-20,석포,울진기상대(130),37.0435,129.0697,496,,,,
831,1993-09-15,1998-07-01,석포,안동기상대(136),37.0435,129.0697,550,,,,
832,2013-11-24,,안계,안동기상대(136),36.3869,128.4397,61,,,,
832,2011-08-23,2013-11-23,안계,안동기상대(136),36.3869,128.4397,61,,,,
832,2007-07-27,2011-08-22,안계,안동기상대(136),36.3839,128.4401,61.29,,,,
832,1993-09-10,2007-07-27,안계,안동기상대(136),36.380,128.430,61,,,,
833,2015-07-13,,은척,대구(구 143),36.5382,128.0419,176,,,,
833,2013-11-13,2015-07-13,은척,상주기상대(137),36.5382,128.0419,176,,,,
833,2007-08-13,2013-11-06,농암,상주기상대(137),36.6008,128.0037,188.55,,,,
833,1993-09-21,2007-08-13,농암,상주기상대(137),36.599,128.0034,188,,,,
834,2017-08-25,,화서,대구(구 143),36.4412,127.9442,285.6,,,,
834,2015-07-13,2017-08-25,화서,대구(구 143),36.4412,127.9344,300,,,,
834,2011-10-18,2015-07-13,화서,상주기상대(137),36.4412,127.9344,300,,,,
834,2007-08-15,2011-10-18,화서,상주기상대(137),36.4455,127.9515,304.32,,,,
834,2002-12-02,2007-08-15,화서,상주기상대(137),36.4458,127.9519,302,,,,
834,1993-09-09,2002-12-02,화서,안동기상대(136),36.4458,127.9519,265,,,,
835,2015-07-13,,봉화읍,안동기상대(136),36.8701,128.7535,301.45,,,,
835,2010-07-07,2015-07-13,봉화읍,울진기상대(130),36.8701,128.7535,301.45,,,,
835,2007-07-21,2010-07-07,봉화읍,울진기상대(130),36.880,128.730,203,,,,
835,1993-09-16,2007-07-21,봉화읍,안동기상대(136),36.880,128.730,203,,,,
836,2013-12-09,,현서,안동기상대(136),36.2803,128.8988,323.01,,,,
836,2011-11-02,2013-12-08,현서,안동기상대(136),36.2803,128.8988,326,,,,
836,2007-07-30,2011-11-02,현서,안동기상대(136),36.2759,128.8959,325.71,,,,
836,1998-07-01,2007-07-30,현서,안동기상대(136),36.2717,128.8999,326,,,,
836,1993-09-22,1998-07-01,현서,울진기상대(130),36.2717,128.8999,320,,,,
837,2010-11-23,,이산,안동기상대(136),36.8268,128.6429,188.82,,,,
837,2007-08-08,2010-11-23,문수,안동기상대(136),36.7692,128.630,135,,,,
837,1993-09-16,2007-08-08,문수,안동기상대(136),36.7692,128.630,135,,,,
838,2015-07-13,,동로,대구(구 143),36.7905,128.2707,450,,,,
838,2012-07-10,2015-07-13,동로,상주기상대(137),36.7905,128.2707,450,,,,
838,2007-08-09,2012-07-10,동로,상주기상대(137),36.7734,128.3149,307.86,,,,
838,1993-09-24,2007-08-09,동로,상주기상대(137),36.7659,128.3184,308,,,,
839,2012-06-21,,길안,안동기상대(136),36.4583,128.8956,130,,,,
839,2007-08-01,2012-06-21,길안,안동기상대(136),36.456,128.8944,137.18,,,,
839,1993-09-22,2007-08-01,길안,안동기상대(136),36.4558,128.9027,138,,,,
840,2012-11-27,,하양,대구(구 143),35.9125,128.8144,71,,,,
840,2007-08-21,2012-11-27,하양,대구(구 143),35.9133,128.8194,67.83,,,,
840,1993-09-22,2007-08-21,하양,대구(구 143),35.9098,128.8231,63,,,,
841,2017-08-25,,화북,포항기상대(138),36.0849,128.9111,136.5,,,,
841,2011-11-11,2017-08-25,화북,포항기상대(138),36.0849,128.9111,134.4,,,,
841,2007-08-23,2011-11-11,화북,포항기상대(138),36.1083,128.9194,167.77,,,,
841,1993-09-22,2007-08-23,화북,대구(구 143),36.1076,128.9224,162,,,,
842,2014-07-30,,산내,포항기상대(138),35.7575,129.0109,170.1,,,,
842,1993-10-15,2014-07-30,산내,포항기상대(138),35.7576,129.0473,211.87,,,,
843,2015-11-20,,금강송,안동기상대(136),36.9359,129.2501,226,,,,
843,2015-07-13,2015-11-20,울진서,안동기상대(136),36.9359,129.2501,226,,,,
843,2011-10-15,2015-07-13,울진서,울진기상대(130),36.9359,129.2501,226,,,,
843,1993-11-24,2011-10-15,울진서,울진기상대(130),36.9356,129.2472,244.08,,,,
844,2015-07-13,,영덕읍,안동기상대(136),36.4354,129.3585,23,,,,
844,2011-09-18,2015-07-13,영덕읍,울진기상대(130),36.4354,129.3585,23,,,,
844,2007-10-02,2011-09-18,영덕읍,울진기상대(130),36.4346,129.3578,30.02,,,,
844,2003-10-06,2007-10-02,영덕읍,울진기상대(130),36.420,129.370,29,,,,
844,1998-08-04,2003-10-06,영덕읍,울진기상대(130),36.420,129.370,30,,,,
844,1993-11-24,1998-08-04,영덕읍,울진기상대(130),36.420,129.370,30,,,,
845,2015-11-13,,대구북구,대구(구 143),35.9084,128.5907,28.05,,,,
845,2010-07-02,2015-11-13,수성,대구(구 143),35.868,128.6551,63.02,,,,
845,1995-03-20,2010-07-02,남구,대구(구 143),35.850,128.600,62,,,,
846,2017-08-25,,서구,대구(구 143),35.8651,128.5309,79.1,,,,
846,2011-12-16,2017-08-25,서구,대구(구 143),35.865,128.531,65,,,,
846,1995-03-20,2011-12-16,서구,대구(구 143),35.8679,128.5442,62.77,,,,
847,2015-07-13,,소보,대구(구 143),36.2763,128.4665,68.29,,,,
847,1995-02-03,2015-07-13,소보,구미기상대(279),36.2763,128.4665,68.29,,,,
848,2017-08-25,,청도금천,대구(구 143),35.6792,128.8953,102.9,,,,
848,2016-08-01,2017-08-25,청도금천,대구(구 143),35.6791,128.8953,104,,,,
848,2011-12-09,2016-08-01,금천,대구(구 143),35.6791,128.8953,104,,,,
848,1994-12-22,2011-12-09,금천,대구(구 143),35.687,128.8922,99.9,,,,
849,2015-07-13,,지보,대구(구 143),36.5468,128.387,80,,,,
849,2013-11-07,2015-07-13,지보,상주기상대(137),36.5468,128.387,80,,,,
849,1994-12-13,2013-11-05,풍양,상주기상대(137),36.5106,128.299,82.6,,,,
850,2011-12-16,,감포,포항기상대(138),35.7846,129.4906,2.7,,,,
850,2000-03-03,2011-12-16,감포,포항기상대(138),35.8071,129.5012,25.18,,,,
850,2000-03-01,2000-03-03,감포,포항기상대(138),35.800,129.500,25,,,,
850,1994-12-15,2000-03-01,송대말,포항기상대(138),35.830,129.510,12,,,,
851,2015-07-13,,소곡,안동기상대(136),37.0514,129.3521,75.15,,,,
851,2010-08-02,2015-07-13,소곡,울진기상대(130),37.0514,129.3521,75.15,,,,
851,2005-06-03,2010-08-01,하당,울진기상대(130),37.0372,129.3239,71,,,,
851,1994-12-18,2005-06-03,덕구,울진기상대(130),37.070,129.260,121,,,,
852,2015-07-13,,죽변,안동기상대(136),37.0606,129.4258,40.95,,,10.000,
852,2007-11-13,2015-07-13,죽변,울진기상대(130),37.0606,129.4258,40.95,,,10.000,
852,2004-11-06,2007-11-12,죽변,울진기상대(130),37.050,129.4167,36,,,,
852,1999-06-02,2004-11-06,죽변,울진기상대(130),37.050,129.4167,33,,,,
853,2004-11-02,,팔공산,대구(구 143),36.0182,128.6215,571.61,,,,
853,1999-06-18,2004-11-02,팔공산,대구(구 143),36.000,128.6167,780,,,,
854,2013-12-05,,삼동,울산기상대(152),35.4954,129.1337,160,,,,
854,2001-11-15,2013-12-05,삼동,울산기상대(152),35.5239,129.1596,60.67,,,,
855,2016-11-10,,가파도,제주지방기상청(184),33.1733,126.2683,4.25,,,,
855,2015-07-13,2016-11-10,가파도,제주지방기상청(184),33.1664,126.2735,12.19,,,,
855,2002-01-21,2015-07-13,가파도,고산지역기상서비스센터(185),33.1664,126.2735,12.19,,,,
856,2016-08-01,,광양백운산,광주지방기상청(156),35.1018,127.5982,514.84,,,,
856,2015-07-13,2016-08-01,백운산,광주지방기상청(156),35.1018,127.5981,514.96,,,,
856,2013-12-26,2015-07-13,백운산,순천기상대(174),35.1018,127.5981,514.96,,,,
856,2002-12-20,2013-12-26,백운산,순천기상대(174),35.0836,127.6294,518,,,,
857,2015-07-13,,완도읍,목포기상대(165),34.300,126.7173,4.43,,,,
857,2010-11-26,2015-07-13,완도읍,완도기상대(170),34.300,126.7173,4.43,,,,
857,2002-12-15,2010-11-26,완도읍,완도기상대(170),34.2975,126.6989,13,,,,
858,2015-07-13,,지산,목포기상대(165),34.4296,126.170,37.5,,,,
858,2011-10-01,2015-07-13,지산,진도기상대(175),34.4296,126.170,37.5,,,,
858,2002-12-11,2011-10-01,심동리,진도기상대(175),34.4583,126.1175,214,,,,
859,2002-12-16,,토함산,포항기상대(138),35.7613,129.3658,341.41,,,,
860,2015-06-12,,신암,대구(구 143),35.8852,128.619,64.08,,,,
860,2002-03-05,2002-07-01,서울W,서울기상관측소(108),37.5667,126.8993,17.5,,,,
861,2018-04-16,,월정,제주지방기상청(184),33.5623,126.7781,34,,,,
861,2015-12-01,2018-04-16,월정,제주지방기상청(184),33.5615,126.7795,34,,,,
861,2002-10-25,2002-11-22,대이작,인천기상대(112),37.1667,126.2833,7,,,,
861,2002-03-05,2002-07-01,인천W,인천기상대(112),37.4322,126.6927,16.5,,,,
862,2018-08-10,,송당,제주지방기상청(184),33.4708,126.779,194,,,,
862,2016-09-01,2018-08-09,김녕,제주지방기상청(184),33.5281,126.7692,110.5,,,,
862,2015-12-01,2016-09-01,만장굴,제주지방기상청(184),33.5279,126.7698,82,,,,
862,2002-03-05,2002-07-01,수원W,수도권기상청(119),37.2837,127.039,74.5,,,,
863,2015-12-01,,외도,제주지방기상청(184),33.4769,126.4316,86.2,,,,
863,2002-03-05,2002-07-01,대전W,대전지방기상청(133),36.3572,127.3276,66.5,,,,
864,2015-07-01,,완산,전주기상대(146),35.8215,127.155,53.4,,,18.400,
864,2002-03-05,2002-07-01,전주W,전주기상대(146),35.8651,127.0666,17,,,,
865,2016-11-05,,오등,제주지방기상청(184),33.4577,126.522,233.9,,,,
865,2015-12-01,2016-11-05,오등,제주지방기상청(184),33.4627,126.5191,210,,,,
865,2002-03-05,2002-07-01,광주W,광주지방기상청(156),35.1306,126.8769,45,,,,
866,2018-06-01,,한라생태숲,제주지방기상청(184),33.4302,126.5978,618.3,,,,
866,2015-12-01,2018-06-01,용강,제주지방기상청(184),33.4302,126.5978,618.3,,,,
866,2002-03-05,2002-07-01,대구W,대구(구 143),35.8267,128.6923,105.5,,,,
867,2015-12-01,,삼각봉,제주지방기상청(184),33.3769,126.5305,1528,,,,
867,2002-03-05,2002-07-01,울산W,울산기상대(152),35.5323,129.2619,46,,,,
868,2015-12-01,,사제비,제주지방기상청(184),33.376,126.498,1434,,,,
868,2002-03-05,2002-11-02,부산W,부산지방기상청(159),35.1871,129.0609,37.5,,,,
869,2015-12-01,,영실,제주지방기상청(184),33.3483,126.4964,1260.2,,,,
869,2002-03-05,2002-07-01,서귀포W,제주지방기상청(184),33.243,126.5113,77,,,,
870,2010-11-22,,진달래밭,제주지방기상청(184),33.3698,126.5557,1489.37,,,,
870,2010-08-20,2010-11-22,진달래밭,제주지방기상청(184),33.3833,126.550,1490,,,,
870,2002-12-16,2010-08-20,진달래밭,제주지방기상청(184),33.3833,126.550,1490,,,,
871,2010-12-02,,윗세오름,제주지방기상청(184),33.3624,126.518,1668.26,,,,
871,2010-08-19,2010-12-02,윗세오름,제주지방기상청(184),33.3667,126.5167,1673,,,,
871,2002-12-16,2010-08-19,윗세오름,제주지방기상청(184),33.3667,126.5167,1673,,,,
872,2015-07-13,,지리산,창원기상대(155),35.3191,127.7563,864.74,,,,
872,2010-11-28,2015-07-13,지리산,진주기상대(192),35.3191,127.7563,864.74,,,,
872,2002-12-16,2010-11-28,지리산,진주기상대(192),35.3333,127.7167,853,,,,
873,2016-08-01,,원주백운산,강릉(구 105),37.2557,127.9702,898.26,,,,
873,2015-07-13,2016-08-01,백운산,강릉(구 105),37.2557,127.9702,898.26,,,,
873,2010-11-11,2015-07-13,백운산,원주기상대(114),37.2557,127.9702,898.26,,,,
873,2002-12-16,2010-11-10,백운산,원주기상대(114),37.250,127.9667,901,,,,
874,2015-07-13,,동송,춘천기상대(101),38.221,127.2053,206.65,,,,
874,2008-11-06,2015-07-13,동송,철원기상대(95),38.221,127.2053,206.65,,,,
874,2005-01-28,2008-11-06,삼천봉,철원기상대(95),38.2833,127.5833,788,,,,
874,2002-12-16,2005-01-28,삼천봉,철원기상대(95),38.2833,127.5833,785,,,,
875,2015-07-13,,설악산,강릉(구 105),38.1211,128.4606,1595.71,,,,
875,2011-03-02,2015-07-13,설악산,속초기상대(90),38.1211,128.4606,1595.71,,,,
875,2002-12-16,2011-03-02,설악산,속초기상대(90),38.1333,128.4667,1597,,,,
876,2015-07-13,,삼척,강릉(구 105),37.4534,129.1682,67.63,,,,
876,2010-12-14,2015-07-13,삼척,동해기상대(106),37.4534,129.1682,67.63,,,,
876,2003-06-16,2010-12-14,삼척,동해기상대(106),37.4354,129.1631,14,,,,
877,2015-07-13,,문막,강릉(구 105),37.3134,127.8048,85,,,,
877,2010-12-23,2015-07-13,문막,원주기상대(114),37.3134,127.8048,85,,,,
877,2003-11-11,2010-12-23,문막,원주기상대(114),37.3083,127.7917,77,,,,
878,2015-07-13,,도계,강릉(구 105),37.2238,129.0961,814.21,,,,
878,2010-07-08,2015-07-13,도계,동해기상대(106),37.2238,129.0961,814.21,,,,
879,2015-07-13,,스키점프,강릉(구 105),37.6605,128.6797,851,,,,
879,2012-01-20,2015-07-13,스키점프,대관령기상대(100),37.661,128.6794,852.2,,,,
880,2015-12-01,,금악,제주지방기상청(184),33.3328,126.3237,337.7,,,,
881,2015-07-13,,새만금,전주기상대(146),35.7302,126.5295,9.56,,,,
881,2008-01-09,2015-07-13,새만금,군산기상대(140),35.7302,126.5295,9.56,,,,
882,2007-09-14,,상무대,광주지방기상청(156),35.2518,126.6042,107.74,,,10.000,
883,2018-06-01,,새별오름,제주지방기상청(184),33.3623,126.3599,435,,,,
883,2017-10-30,2018-06-01,봉성,제주지방기상청(184),33.3623,126.3599,435,,,,
883,2015-12-01,2017-10-30,안덕,제주지방기상청(184),33.3155,126.347,375,,,,
884,2015-07-13,,기상(과),제주지방기상청(184),33.2593,126.5176,177.6,,,,
884,2013-12-19,2015-07-13,기상(연),서귀포지역기상서비스센터(189),33.2593,126.5176,177.6,,,,
885,2015-07-13,,태풍센터,제주지방기상청(184),33.3315,126.6784,244.4,,,,
885,2010-12-14,2015-07-13,태풍센터,서귀포지역기상서비스센터(189),33.3315,126.6784,246.3,,,,
885,2007-12-28,2010-12-14,태풍센터,서귀포지역기상서비스센터(189),33.3314,126.6783,236.77,,,10.000,
886,2015-07-13,,군산산단,전주기상대(146),35.9504,126.5911,10,,,,
886,2011-12-09,2015-07-13,군산산단,군산기상대(140),35.9504,126.5911,10,,,,
887,2014-06-20,,세종연기,대전지방기상청(133),36.5033,127.2897,33.1,,,,
887,2012-09-01,2014-06-20,세종연기,대전지방기상청(133),36.5033,127.2912,28,,,,
887,2012-07-02,2012-09-01,세종시,대전지방기상청(133),36.5033,127.2912,28,,,,
888,2012-08-10,,청남대,청주기상대(131),36.4629,127.4911,92,,,10.000,
889,2012-11-12,,현충원,,37.5004,126.9765,16.23,,,,
890,2015-12-01,,신례,제주지방기상청(184),33.3145,126.6358,302,,,,
891,2015-12-01,,색달,제주지방기상청(184),33.2913,126.4223,425,,,,
900,2014-09-01,,두서,울산기상대(152),35.6202,129.1433,123,,,,
900,1991-04-22,2014-08-31,상북,울산기상대(152),35.5824,129.0998,124.31,,,,
901,2011-11-22,,울기,울산기상대(152),35.4865,129.4356,83,,,,
901,1991-04-22,2011-11-22,울기,울산기상대(152),35.4927,129.4424,38.13,,,,
902,2015-07-13,,시천,창원기상대(155),35.2424,127.8187,186,,,,
902,2012-12-29,2015-07-13,시천,진주기상대(192),35.2424,127.8187,186,,,,
902,2008-04-08,2012-12-29,중산리,진주기상대(192),35.2843,127.7644,353.51,,,,
902,2001-08-31,2008-04-08,중산리,진주기상대(192),35.3188,127.7594,482,,,,
902,1990-06-25,2001-08-31,중산리,진주기상대(192),35.3188,127.7594,850,,,,
903,2010-04-02,,도천,울산기상대(152),35.4039,128.5149,13.66,,,,
903,2007-09-11,2010-04-02,남지,창원기상대(155),35.3855,128.4742,21,,,,
903,1991-03-08,2007-09-11,남지,창원기상대(155),35.3855,128.4742,21,,,,
904,2015-09-07,,사상,부산지방기상청(159),35.137,128.9675,4.28,,,,
904,2009-02-01,2009-11-05,동읍,창원기상대(155),35.350,128.6667,21,,,,
904,1998-05-09,2009-01-31,동읍,창원기상대(155),35.350,128.6667,21,,,,
904,1991-03-08,1998-05-09,의창,창원기상대(155),35.2794,128.6915,30,,,,
905,2013-12-04,,양산상북,울산기상대(152),35.4414,129.0429,84.01,,,,
905,2011-03-11,2013-12-04,남부,부산지방기상청(159),35.335,129.0379,40.64,,,,
905,2005-05-24,2011-03-10,양산,부산지방기상청(159),35.3319,129.0386,40,,,,
905,1991-04-22,2005-05-24,양산,부산지방기상청(159),35.3243,129.0362,50,,,,
906,2015-07-13,,화개,창원기상대(155),35.2322,127.6428,91,,,,
906,2011-12-14,2015-07-13,화개,진주기상대(192),35.2322,127.6428,91,,,,
906,1998-07-01,2011-12-14,화개,진주기상대(192),35.1883,127.6254,27.94,,,,
906,1990-06-15,1998-07-01,화개,진주기상대(192),35.1864,127.6299,10,,,,
907,2015-07-13,,삼천포,창원기상대(155),34.929,128.0597,23.18,,,,
907,2009-11-20,2015-07-13,삼천포,진주기상대(192),34.929,128.0597,23.18,,,,
907,1998-07-01,2009-11-20,삼천포,통영기상대(162),34.930,128.070,34,,,,
907,1990-06-24,1998-07-01,삼천포,진주기상대(192),34.930,128.070,23,,,,
908,2013-10-15,,진해,창원기상대(155),35.1122,128.7537,10,,,,
908,2010-07-22,2013-10-15,진해,창원기상대(155),35.120,128.750,15,,,,
908,1991-03-08,2010-07-21,진해,창원기상대(155),35.120,128.750,15,,,,
909,2015-07-13,,서이말,부산지방기상청(159),34.7877,128.7382,111.46,,,,
909,2007-09-07,2015-07-13,서이말,통영기상대(162),34.7877,128.7382,111.46,,,,
909,1993-11-13,2007-09-07,서이말,통영기상대(162),34.780,128.730,111,,,,
910,2010-07-23,,영도,부산지방기상청(159),35.0661,129.0742,137.94,,,,
910,1990-06-23,2010-07-22,영도,부산지방기상청(159),35.070,129.080,45,,,,
911,2015-07-13,,매물도,부산지방기상청(159),34.6489,128.5772,69,,,,
911,2013-12-24,2015-07-13,매물도,통영기상대(162),34.648,128.5772,69,,,,
911,2005-01-11,2013-12-23,매물도,통영기상대(162),34.6477,128.5778,43.94,,,,
911,1990-06-27,1996-12-31,매물도,통영기상대(162),34.650,128.600,50,,,,
912,2015-07-13,,백천,창원기상대(155),35.5263,127.7783,139.44,,,,
912,2011-03-11,2015-07-13,백천,거창기상대(284),35.5263,127.7783,139.44,,,,
912,2007-08-31,2011-03-10,함양,거창기상대(284),35.5253,127.7798,137.8,,,,
912,1997-11-21,2007-08-31,함양,진주기상대(192),35.5333,127.7167,186,,,,
912,1991-11-15,1997-11-21,함양,진주기상대(192),35.5253,127.7798,137.76,,,,
913,2015-07-13,,상주면,부산지방기상청(159),34.7238,127.9816,19.65,,,,
913,1991-11-20,2015-07-13,상주면,통영기상대(162),34.7238,127.9854,22.05,,,,
914,2015-07-13,,서하,창원기상대(155),35.6376,127.7322,352.12,,,,
914,2013-10-18,2015-07-13,서하,거창기상대(284),35.6376,127.7322,352.12,,,,
914,2007-08-30,2013-10-18,서하,거창기상대(284),35.6477,127.6955,340,,,,
914,1992-12-15,2007-08-30,서하,진주기상대(192),35.6447,127.696,365,,,,
915,2017-08-25,,삼가,울산기상대(152),35.4142,128.1028,86.9,,,,
915,2016-09-27,2017-08-25,삼가,울산기상대(152),35.4142,128.1028,86.9,,,,
915,2015-07-13,2016-09-26,삼가,울산기상대(152),35.4137,128.102,83.82,,,,
915,2011-11-28,2015-07-13,삼가,거창기상대(284),35.4137,128.102,83.82,,,,
915,2007-08-28,2011-11-28,삼가,거창기상대(284),35.4144,128.1219,98.72,,,,
915,1992-12-15,2007-08-28,삼가,진주기상대(192),35.420,128.120,99,,,,
916,2015-07-13,,단성,창원기상대(155),35.3111,127.9669,56.16,,,,
916,2010-07-23,2015-07-13,단성,진주기상대(192),35.3111,127.9669,56.16,,,,
916,2007-09-03,2010-07-23,단성,진주기상대(192),35.300,127.950,70,,,,
916,2004-11-26,2007-09-03,단성,진주기상대(192),35.300,127.950,70,,,,
916,1999-06-12,2004-11-25,신안,진주기상대(192),35.3167,127.9667,50,,,,
916,1992-12-15,1999-06-12,단성,진주기상대(192),35.330,127.930,100,,,,
917,2015-07-13,,사천,창원기상대(155),35.037,128.0677,23.51,,,,
917,2007-08-02,2015-07-13,사천,진주기상대(192),35.037,128.0677,23.51,,,,
917,1998-07-01,2007-08-02,사천,통영기상대(162),35.070,128.080,23,,,,
917,1992-12-07,1998-07-01,사천,진주기상대(192),35.070,128.080,20,,,,
918,2015-07-13,,고성,부산지방기상청(159),34.9905,128.3309,11,,,,
918,2010-12-07,2015-07-13,고성,통영기상대(162),34.9905,128.3309,11,,,,
918,1997-12-30,2010-12-07,고성,통영기상대(162),34.970,128.3333,28,,,,
918,1992-12-07,1997-12-30,고성,통영기상대(162),34.970,128.320,30,,,,
919,2007-09-10,,창녕,울산기상대(152),35.5522,128.4759,24.3,,,,
919,1992-12-07,2007-09-10,창녕,창원기상대(155),35.550,128.470,24,,,,
920,2013-10-15,,함안,창원기상대(155),35.2963,128.3992,10,,,,
920,2007-09-14,2013-10-16,함안,창원기상대(155),35.2934,128.3992,8.92,,,,
920,1992-12-07,2007-09-14,함안,창원기상대(155),35.300,128.400,8,,,,
921,2011-08-03,,가덕도,부산지방기상청(159),34.9931,128.8314,73.26,,,,
921,1992-12-17,2011-08-03,가덕도,부산지방기상청(159),34.9897,128.8291,71.92,,,,
922,2013-12-19,,단장,울산기상대(152),35.4864,128.9294,138.45,,,,
922,1992-12-28,2013-12-19,원동,부산지방기상청(159),35.3647,128.9189,19.56,,,,
923,2011-09-22,,기장,부산지방기상청(159),35.275,129.2511,65,,,,
923,1992-11-10,2011-09-22,기장,부산지방기상청(159),35.264,129.2323,13.11,,,,
924,1992-12-28,,간절곶,울산기상대(152),35.3587,129.3603,23.97,,,,
925,2013-12-07,,생림,부산지방기상청(159),35.3744,128.823,12.43,,,,
925,2007-09-12,2013-12-06,생림,부산지방기상청(159),35.3282,128.8491,29.11,,,,
925,1992-12-12,2007-09-12,생림,부산지방기상청(159),35.3277,128.8534,28,,,,
926,2016-04-20,,진북,창원기상대(155),35.1261,128.4747,14.8,,,,
926,2010-07-22,2016-04-20,진북,창원기상대(155),35.1149,128.4618,25.58,,,,
926,1994-02-01,2010-07-21,진북,창원기상대(155),35.1137,128.4719,22,,,,
927,2012-12-06,,송백,울산기상대(152),35.5823,128.8838,127,,,,
927,1994-02-01,2012-12-06,송백,울산기상대(152),35.5842,128.8809,125.53,,,,
928,2007-09-13,2015-09-07,웅상,부산지방기상청(159),35.4162,129.1731,99.97,,,,
928,1993-11-13,2007-09-13,웅상,부산지방기상청(159),35.4122,129.1792,99,,,,
929,2017-08-25,,개천,부산지방기상청(159),35.1136,128.3069,74.1,,,,
